Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[54]     0.0    0.00    0.00       9         newLiteralNode [54]
                0.00    0.00       9/17          allocateNode [44]
-----------------------------------------------
                0.00    0.00       2/2           parsePrecedence <cycle 2> [50]
[55]     0.0    0.00    0.00       2         string [55]
                0.00    0.00       2/5           copyStringUnescaped [52]
                0.00    0.00       2/9           newLiteralNode [54]
-----------------------------------------------
                0.00    0.00       2/26          parseSource [32]
                0.00    0.00       5/26          interpolation <cycle 2> [49]
                0.00    0.00      19/26          freeNode [38]
[56]     0.0    0.00    0.00      26         writeNodeArray [56]
                0.00    0.00       3/141217      reallocate <cycle 1> [77]
